Hybrid error,NN error
0.05277777777777778,0.04583333333333328
0.06597222222222222,0.06805555555555554
0.04583333333333333,0.0444444444444444
0.07777777777777778,0.07916666666666672
0.07708333333333334,0.07777777777777772
0.04027777777777778,0.039583333333333304
0.029166666666666667,0.030555555555555558
0.04513888888888889,0.043749999999999956
0.0625,0.0625
0.025,0.027083333333333348
0.06875,0.06944444444444442
0.059027777777777776,0.05902777777777779
0.03611111111111111,0.029166666666666674
