,0,1,2,3,4,5,6,7,8,9
0,7513,0,0,0,0,0,0,0,0,0
1,254,86,1,33,0,0,0,0,0,0
2,110,23,7,22,0,0,0,0,0,0
3,8,1,3,10155,0,0,0,0,0,0
4,78,9,1,16,0,0,0,0,0,0
5,41,17,0,17,0,0,0,0,0,0
6,118,0,0,0,0,0,0,0,0,0
7,83,0,0,0,0,0,0,0,0,0
8,78,4,0,2,0,0,0,0,0,0
9,40,0,0,0,0,0,0,0,0,0
