Error
0.07013888888888889
0.06666666666666667
0.04583333333333333
0.0763888888888889
0.06736111111111111
0.04027777777777778
0.04722222222222222
0.04652777777777778
0.06111111111111111
0.03680555555555556
0.06805555555555555
0.059027777777777776
0.03611111111111111
